["The player stood in the field looking at the batter.", "stare back at the outfield as players aim their shots on the second day of tournament"]
["Sparks will fly when you weld.", "white bees around a flock forming a singlet that will sing to you just like they forged the weave."]
["While welding pieces of iron for preparing an iron gate, the welder guarded himself against the flying sparks.", "spark, jet engine while flying through the dual beam l design"]
["Sparks fly as the man welds.", "spark welded luggage aboard the red jet airliner in fly bobby."]
["Sparks fly as he welds.", "wildflowers strengthen and extend by hundreds of legs on the fly of strong winds called strong winds"]
["The woman pulled the shirt she was going to wear over her head to get it on", "Her son goes off and wears what he likes all day at the arm of a polo shirt while some of the girls wore his new haute sartorial uniform."]
["The woman wears the shirt over her head.", "A man in a white shirt and a t shirt also wears an entrance into a prison."]
["The boy pulls the shirt he wants to wear over his head.", "Looking good shirt, boobies i don't know and don't know where you got it.in which town you got the top box socks with black and white shirts"]
["A woman in a green shirt wears a hat on her head.", "He sits on a bench wearing a shirt with a hat on, on the shoulder pants, along the seat."]
["A boy folds a hand towel while standing.", "Two women are holding plastic ducks in hands and folding their feet."]
["I will stand as i use my hands to fold the clothes.", "A woman sits and hands are on the keyboard while folding and then slides her hands up the background."]
["why stand and fold your hand?", "A man in a gorilla mask is holding a hand while others stand in the background."]
["Nearby someone stands with her hands folded.", "businessman in a stained glass hands with a wooden walk toward a building all a brick wall"]
["the routine of a skater consists in performing", "skaters perform routine on a line during skate weekend"]
["figure skater performs a routine .", "skater performing a routine on a rink"]
["If a woman wants to sit down, the woman can sit on a chair or on the floor.", "side sitting chair in front of your couch with a backdrop falling on flat floor"]
["He sat on the chair that was in the middle of the floor.", "Someone sits on a chair by the floor."]
["A dog sits on the floor next to a chair.", "couple are sitting on the floor in chair opposite each other but no one is in the columns"]
["Whenever the cowboys ride bulls at the county fair the crowd goes wild.", "As horses come on the \"white lap around the hooves\" all gathered a roar of applause erupts out of everyone in the crowd."]
["The evil bull rider rode the bull into the crowd.", "People riding bikers on the banks of the river wave their bull before a crowd."]
["The man rides the bull in front of the crowd.", "There are lots of ridership and we all ride on very strong shoulders."]
["A man rides a bull in front of a crowd.", "crowd and bull riding on a bull vector"]
["The woman prepares to race, she gets ready to run.", "cricket player prepares for the race at a mixed match"]
["The girl prepared to run the race.", "The two runners prepare for the race before attempting to cover up with clothes and towels."]
["The girl practiced the run to prepare for the race.", "there are many ways you can prepare a race of saucer cars to better adjust your tires"]
["A person prepares to run a race.", "man looks after a part of his body during a race that may be ready to prepare him for the miles"]
["The friends take part in a fun board game.", "people take a break from filming part of the game"]
["The man had to take his turn as part of the game.", "A bearded man with golden retriever tags takes a swing at some kind of a game."]
["All of the boys took part in the game.", "tv channel producer take on a more traditional football league as part of the action"]
["players taking part in a walking football game", "grizzly bears attend the first part of a match during the fall season"]
["The team plays baseball in a new field", "scouting staff outside the dugout at the outfield of team field to toast the newly crowned first baseman during the second half of a game."]
["The team played baseball on the field.", "basketball team and state at game field during baseball season"]
["The baseball team spent all day out on the field practicing for the big game.", "ball, baseball and pitcher with team waiting at field as they cheer their home team."]
["Two teams play baseball in a field.", "players interact with the other teams at field of baseball"]
["The toddler looks at the book.", "Someone is showing a copy of book with toddlers, showing a baby in a crib."]
["My toddler will look at his favorite book when he is getting tired", "toddlers look good at a book by professor"]
["A toddler looks at a book.", "a tall boy pulling a book from his shelves, the toddler touching it with his hand."]
["Toddlers look at a book.", "A toddler walking into a book on shelves from a walled room, possibly reading."]
["The teenager was going to put her walk on hold so she could find her phone.", "One of the kids is holding a phone and being photographed walking towards someone."]
["The girl could not hold the phone and walk with the dog at the same time.", "The holder of a smartphone walks past a pensive child."]
["As we were walking, my friend was holding her phone in her purse.", "On her legs, caning women with phone wait outside their thighs, canes and howitzers."]
["an Amish  man walking holding a cell phone", "A man walked down a long walk with an older woman looking she is looking toward a cellphone sitting on the wall."]
["The man wore a hat whilst he drove the car.", "The other cars outside mustn't have plugged in since they are entering a sunset mechanic store."]
["I like to wear a hat while I drive.", "what a hat every woman wears to be stylish"]
["wearing a hat on a drive convertible is useless", "lesbian dresses are definitely the way to wear them if you have nohting too tight or just want a simple look while wearing a hat"]
["A man wearing a hat is driving a car.", "toothless conversation hat which uses a rectangular filet looms on huff leather with a sport coat for smartphones"]
["A lady used a scissors as a tool to cut a piece of thread.", "Woman cutting and cutting out a piece of tool in the garage."]
["The tool cut a small piece.", "man cuts one of multiple pieces of clothing cut by cutting a piece of wire from scrap metal."]
["The girl cut a piece with a tool.", "A man is cutting something in a piece of raw wood, but nothing is cut at all."]
["someone chipped away a piece of a stone cutting tool", "cargo weights cut pieces of expensive machinery and equipment in front of wall."]
["The boy needed a swim suit to go to the pool party.", "the blue shorts are frozen in the pool with jeans on a futon situated in the woman holding a blanket t the barefoot swimsuit"]
["Several adults in red suits swimming with children in a pool.", "A man in a suit does a yoga pose and hits the pool."]
["I sit down to eat my plate of food.", "social travellers are sitting at an empty plate at restaurant without any food."]
["The boy sat and picked at the food on his plate.", "Some food sitting in a plastic plate or in a refrigerator."]
["grad yoy plate of food and sit", "The family sitting on a small plate of food."]
["A plate of food sits on a mat.", "A group of people sit next to a food that was in a cardboard tube held inside of a plastic plate."]
["The cook forgot to bring the extra pan to the kitchen.", "pan in the kitchen using a steamer for cooking burgers"]
["The man was in the kitchen cooking eggs on a pan", "cooking over hot coals in the kitchen with frying pans and pan"]
["man cooking with a pan in a commercial kitchen.", "cooking the pizza pan in the kitchen"]
["The child blew the candles out on the birthday cupcake.", "Someone takes a cup of coffee with a granny coughing over a cupcake containing coffee."]
["He blew out the candle on the cupcake.", "A brunette baker slips a cherry into a cupcake in a one inch circle, taking out the cupcakes and handing it to her baker."]
["The boy blew out the candle on the cupcake.", "this is a brown cupcake with a brush blow up it cupcake covered cupcakes with shot mustard powder."]
["A man blowing out candles on a cupcake.", "cupcakes and flowers go to some woman named bitches who just do what rubs the flower on the cherry just for a cupcake with tea moment"]
["We need a ball to play the soccer game in the gym.", "a small ball bounces off the wall and ends up on the ball during a basketball game"]
["The students throw the ball in the game in the gym.", "half of high schoolers playing soccer while the boys are playing a balls soccer game,gym or grainy photo of a basketball at the end"]
["People in a gym are playing a game involving balls", "basketball team throws ball through the gym in the first ever free throw game"]
["A golfer putts a ball into a hole.", "Two balloons on a white hole are playing ball while golfer stands on the golfer's sidelines."]
["The golfer hit the golf ball straight into the hole.", "golfer throws a ball in a hole on a gray background"]
["It took the golfer six times to get the ball in the hole.", "a golfer playing a game of colorful ball through holes with several kids standing to the side"]
["golfer putting the ball into the hole", "ball of golfer standing in the hole of a missing giraffe"]
["The street was covered in snow.", "the person or individual has a garment covered in snow and you can freely take them down the street."]
["Snow falls and covers the street.", "baroque brick house in the streets including full cellar with stained glass windows covered with openwood flooring and biker barricades establishing store bought stores all around"]
["In the winter the streets are often covered in snow.", "A couple is is sharing a freshly decorated garage store as they walk through a snow covered street."]
["snow covered street in front", "a policeman painted boxes and clothing covered in snow to hide his rain boots"]
["The girl performs her routine on the mats in the gym.", "nurses perform a routine in the area that is not performered by human hand"]
["A routine is performed on a mat.", "things you should know about performing a mat and routine"]
["The girl performs her gymnastics routine on a mat.", "masturbating cartoon family doing routine in a bedroom at school is perform a pose"]
["Two men are performing gymnastic routines on a blue mat.", "person performs a row routine on a cold background in the centre of dgalarctic region."]
["In the front yard we eat food at our bbq.", "restaurants don't accept credit cards from women in front of food."]
["I eat food in the front porch.", "Food is taken in front of the rear of the restaurant and placed beside the front of the church."]
["As he sat in the front of the lobby he looked at the available food and began to eat.", "coach eating food from front of a dining room in a restaurant"]
["Two people eating food in front of a store", "It comes to food that comes to the front."]
["The boy is on the stage in his costume behind the music stand.", "person wore a shamed beach panda suit in costume of a politician during the series to stage a dance near the fireworks"]
["An actor wears a costume while performing on stage as he stands.", "everyone was probably stunned to find out that the girl pictured also wore a bikini onstage in stage at protests"]
["I stood on the stage to be judged for the costume contest.", "men wearing masks onstage perform onstage at fashion show"]
["Women in costume stand on a stage.", "actors dressed to stand onstage during show at festival"]
["The surfboard coasted smoothly across the water as the wave built up", "wearing surfboard wave near a canal with waves in the background"]
["A man sits on his surfboard in the water, waiting for a wave.", "underwater surfboards waves on the surf from a pool."]
["Put the surfboard in the water and ride the wave.", "waves of high rise surfacing in the surfboard on cloudy days."]
["People using surfboards in the water with waves.", "A wave of surfboards hurl around to swim across the pond in the murky water."]
["The boy rides the scooter on a hill.", "A man rides a scooter and rides along a grassy mountain ravine."]
["the scooter ride better down hill", "traffic of scooters in the hills"]
["The hill looked too large to ride a scooter with.", "scooters and bikes riding down the hill."]
["A boy is riding a scooter up a hill.", "lane passing through a rolling scrub brush and jeep with roller skates beside."]
["The bridge spans across a body of water.", "person that walks the famous bridge the library all day and also the library male has one of the britches the male woman still from the other walks hands water."]
["A woman found a body floating in the water under a bridge.", "water outside the isolated man isolated bridge in the summer moment"]
["The bridge was over a large body of water.", "hair of man holding hands on the bridge in the sea in sunlight reflecting off river water"]
["bridge over body of water", "Two long women with brown hair with a small wooden arm are paddling through the water of the bridge.."]
["A man holds a pair of shoes waiting for his son to get off the slide.", "hand holding pair of shoelaces and blouse paired on a white couch"]
["The woman was holding a pair of shoes.", "garment company and shoe store holds person for partnership"]
["please hold my pair of shoes, the woman asked.", "Shoe and pair of men hold each other while the group looks on."]
["man holding a pair of shoes", "person holds a pair of shoes as they are shorn of shoes."]
["The boy rode his bike up the river.", "Three bicyclists riding across a newly paved river, then turning back."]
["A group of guys like to go for a bike ride around the river.", "A person rides his bike backriver, down the banks."]
["The girl rode the bike next to the river.", "venture biker on bike on the river with the rider in shorts."]
["ride a bike along river .", "deer are ridden on a river by mountain biker"]
["decorate for the holiday will be a good talk even for tree", "young men look at white flowers on a yellow tree and talk to each other and person talking in a pond"]
["A man and his wife sat down to talk about how to decorate the x-mass tree for Christmas!", "vegetables in a rustic greenroom with trees getting talked about beside a derelict mansion in a cave"]
["I love to talk with my family as we decorate our christmas tree.", "talk on a rainy day in the architecture in this informal class in the central square decorated with tall trunks of trees in walled palace"]
["A man is decorating his Christmas tree talking about the ornaments.", "roof in trees and formal hallowed places discussed in the chapel"]
["The boy sit and play the guitar; while the girls watched.", "A man is sitting on a guitar playing someone else's show while watching tv while a woman watches."]
["The woman sat and watched the man play a guitar.", "guitars and tv show while watching a tv game"]
["Guitar sit in the corner while we watch the dancers", "a vintage guitar sitting in a hazy isometric layer watching actors playing"]
["A man sits watching a lady play guitar.", "A man watches as a pair of guitar sit in a garment store."]
["Mom asked us to go sit at the kitchen table so that we could eat breakfast.", "man sitting in a hot tub on a table in a guest kitchen"]
["The grandmother sat in the kitchen and drank tea at the table.", "A bed with a dish was sitting on a table."]
["The woman sits at the table in her kitchen.", "basement in a place with a closet and a table with racks of food and a woman sitting on a bench in a kitchen"]
["A person sits at a table in a kitchen. ", "In a sitting room, the futon sitting table and a coffee table, a couple sits on it's hands, while tablet."]
["When riding this vehicle, you must wear a helmet.", "A person is driving on a motor vehicle."]
["A boy wears a seatbelt when riding in a vehicle.", "a truck is used for more than driving its own vehicle"]
["The boy who wears a sweater, rides the vehicle.", "Two vehicles in front of them with turning doors and on the verge of traffic wearing tires."]
["Two people are riding in a vehicle while wearing helmets.", "a fleet of veered vehicles which is buying used vehicles to drive with in and out may be drivers wearing matching suits"]
["He ate from the plate of spaghetti.", "A man is taking out pizza with some pizza plates, which he is eating as it bites into a plate filled with Pizza."]
["Before the marathon, the runner decided to eat an entire plate of spaghetti.", "The kitchen is a plate with plates, a pan, a sauce dish, plates, and snacks."]
["They eat a plate of spaghetti together.", "Spaghetti with meat and rice on a plate."]
["woman eating a plate of spaghetti", "a table of plates and spaghetti owned by a lady"]
["A man dressed with a suit and a tie sits in front of me in the metro.", "Woman sitting on a tie in an event dress could take the place of a suit"]
["he wore a suit sit on the chair and knott the tie.", "close up of suit and tie looking at fashionista wearing a white tie on a market stall."]
["The elegant man in his suit and tie is sitting in the conference room waiting for his name to be called so he can receive his reward.", "close up of thigh in a suit with a thong tied"]
["Man in a suit and tie, sitting at some drums.", "woman with soft teddy bear sitting in a white tunic dress suit and tie in studio."]
["One should not wear a full suit to the ocean.", "person wearing a white winter sweater and suit for the oceans"]
["The groom wears a suit to his ocean weeding.", "hats from the suits worn by astronauts are on display in an ocean"]
["The surfer must wear a wet suit while swimming in the ocean.", "A male jacket that shows a suit and he wears a suit all the way from the ocean in beautiful jewels."]
["A young boy wears a bathing suit at the ocean.", "the coral nets we wear around the world bring on their last hits the cranes will pick up their arms and turn round against the wave to remove us oceanic suits."]
["The boy climbed a flight of stairs.", "flying over the flight of the staircase to aircraft on a long flight"]
["The woman climbs up the flight of stairs to the second level.", "starboard view as person climbs to the lowest steps of the flight and lands on the western balcony of a private jet stall."]
["The boy climbed instead of walked the flight of stair.", "steer clear down the stairs to the cabin where you will be holding your wings"]
["A man climbs a flight of stairs.", "Her right hand opens his thigh to grab a feather then drops and plunges a bird into him to win the flight."]
["The girl had to pull the sled up the hill.", "Many feet sway gently in the clock tower, dragging with the feet and pulling slowly in the darkness with wind blowing from its wind door."]
["Dogs pull a man on a sled down a hill.", "Woman pulls herself up and leans against the bouldering wall in the snowy boulders."]
["Mothers feed their babies while they sit in highchairs.", "A woman uses a highchair to slow down at work, while someone sits."]
["The woman feeds the child when the child sits in the highchair.", "Someone sits next to the highchairs, while someone is using a highchair."]
["I sit on the bench and feed my child in the highchair.", "An elderly person sits on a couch next to a large fedora, which some regard as a highchair."]
["Twin children are sitting in highchairs waiting to be fed.", "i sit on the couch with a chair flexed by tv surrounded by books leaning against shelf"]
["The dog holds the frisbee in it's mouth.", "A pig and its litter holding a frosbee."]
["The dog holds the frisbee in its mouth.", "A doggy dog holds a frugal cobra frisbee."]
["The dog held the frisbee in its mouth.", "a dead dog on frys with red blooming frisbees holding a hot dog"]
["A dog holding a frisbee.", "A human takes a film with a musk dog and holds a firbee."]
["They sing from the stage they stand on.", "hundreds of people pose to sing in the style of during the stage on the city"]
["He stood on the stage and sang.", "A single bus arrives at a stage that displays faces doing poses."]
["A girl stands on stage prepared to sing.", "person sits up and speaks in a singable fashion standing in a stage"]
["She climbed up the ladder to trim the hedge.", "A person uses her ladder to trim the metal horizon."]
["A man climbed a ladder to trim the hedge.", "Grizzly bear jerks on his side bungee cords made of wood. narrow eyed man with blue drawers in top pocket with diamonds trimmed shoulders white like full rainbowgy antstrimming bottom rails trashed rimmedged ledge"]
["They move the ladder and continue trimming the hedge.", "trim down to the last hint of rake bench if your triceps are thin enough for this way."]
["The woman sits on top of the horse.", "a pig with his head next to a cow standing next to a horse at the top of rock"]
["The girl sits on top of the horse.", "football team in the bottom made the gesture of its chinese supporters running back up a hill to batman"]
["cat sitting on top of horse", "The cattle sit on the grass on the top of a small top of a barn."]
["The woman rides her snowmobile down the mountain.", "mountain free roam snowmobile with rapids and a drone skiing and ascending a snowy mountain reservoir"]
["A man rides his snowmobile down the side of the mountain.", "mountain a few snowmobile on all trotting the route"]
["An adult man took a ride on a snowmobile down the snowny mountain.", "mountain up and riding snowmobile on a snowmobile photos on mountain"]
["Someone is riding a snowmobile down a mountain.", "mountain and snowmobile with flashing lights go through the snow"]
["The duck is swimming in a lake.", "swimlings in the wet lake across the rainbow beaches on the south is bunk and duck with man at the end"]
["The duck swims on the lake.", "cows swam on a cobbled lake in the swamp of a newly christianized beach"]
["ducks swimming in a lake", "A man is swimming in a lake with a bunch of ducks."]
["The crowd cheered during the event.", "footballers cheer during a soccer match outside stadiums at press conference during festival."]
["A crowd cheers at an event.", "Crowds cheer at the start of the annual cheer competition during festival."]
["The crowd cheered loudly at the event.", "person has been cheerleading his team as they cheer at the cheerleading game of the second day of festival event"]
["The crowd cheers on at the Nascar event.", "vivegos crowd cheer in city during dance held during festival"]
["A small boy uses his shirt to hold a large bottle.", "A boy holding a flask on a staff holds a bottle of fresh milk."]
["A man wraps a bottle with his shirt in order to get a better hold on it.", "This bottle holds some breads, fresh flowers and a container."]
["He held the bottle away from his shirt.", "A bottle with a bottle holder held over a shirt is holding a spoon."]
["A man in a patterned shirt holds a beer bottle.", "A bottle of spilled beverage holds a bottle with a white jersey and a pumpkins hold of someone else"]
["The girl wears safety gear when skating.", "motorcycle rider wearing his bicycle is wearing a mask to skate off"]
["The boy had to wear gear in order to go to skate practice.", "The sun is shining and cars are slowly skating by."]
["A man is wearing safty gear while skating.", "stop skating an idea that makes the thumbs longer"]
["The girl wonders if the display stand will hold the toy car.", "numbers hold cars by the roadside"]
["The car will hold up to 4 people the rest of the group can stand and wait.", "trucks hold a handful of chocolate bars and a flag that hold together car"]
["The man held the car door open and stood there while waiting for his date to emerge.", "a lone female biker holds a bike while holding a car"]
["Man holding his hat standing next to a car.", "icons hold an autograph sitting in car at night"]
["A kid pushes another kid on the swing.", "He pushes off and grabs his kitten, causes a swing."]
["The kid is giving the swing a push.", "Two boys are swinging the swing of their heels like teenagers, but unable to push the crowd off."]
["The parent pushed the kid on the swing.", "Curtains spun like strokes and tires pushed with kids."]
["A woman pushes a kid on a swing.", "A boy pushes a child at a low arc, and then swings them hard before toppling them into the water."]
["Lets wear a cute costume to the street dance.", "the visual change on the dancers and of green dance moves up the streets"]
["Women dancing in the street wearing beautiful costumes.", "person performed on stage during dance as she wears a brand new black bral gown retail for a mass of mugs"]
["The Birthday girl was told to sit in front of her cake at the party.", "a plate of pizza with french toast on the top of a restaurant front of a dessert stall"]
["front of the cake will be by the wedding sit", "A woman is sitting on a couch and offering a homemade dough cake front to other women that sit."]
["The birthday boy sat in front of the cake.", "Three happy couple sit down in front of a large cake and a delicious lunch."]
["A kid sitting in front of a cake.", "A woman is standing in front of a fatt b breakfast cake, in front of all my friends and parents sitting."]
["The boy parked the car in front of the building.", "a front view of a modern car situated on the facade"]
["The car was parked in front of the building.", "person parked a car on the front of a pub with others forming a column"]
["I parked my car in front of the building.", "car and garage in the rear of an old beachfront building."]
["car in front of a building", "models and car parked on the right front of a building"]
["The band marched down the street with many instruments.", "the street is full of fireworks and britches of traditional instruments as if it was a massive exercise"]
["The parade marched across the street playing several instruments in melodious symphony.", "the set and figures from major figures march during the mornavel night at tatooing chamber in street."]
["People are playing instruments marching down a street.", "mughal flags draped over street in the garden opening the square covered in mughal instruments"]
["The people sit and stand to watch the game.", "man watches a movie with woman sitting on the sofa in a row"]
["You can stand or sit while you watch the game.", "The camera has three motion monitors that sit on the bench near my seat."]
["The group of football players were told to sit down and watch while the coach had to stand to give the game plan.", "One woman watches as a beep can appear above someone standing."]
["A person stands sits on a pillar watching tourists.", "The oaf stands still and watches the briefcases lying on the ground."]
["The famous artist will paint a portrait at the fair.", "portrait of film director for film director painted in paint for event."]
["the artist liked to paint portraits", "portraits of modern industry illustrators and cartoonists from throughout history make up the background for painting film"]
["great artist can paint a portrait of himself", "portrait of art director from another artist having a Paint the room job."]
["An artist paints a portrait", "person painted a portrait of film costumer designer."]
["pick the ball and run the faster you can", "a positive running ball during the match looks to kick off of a match"]
["The boy picked a ball and ran from the other kids.", "A few young boys walk up on a ball but their classmates take a worse route and try to pick them up."]
["The child picks up the ball and runs with it.", "People all pick up ball after picking up a ball on their pick pock during a practice."]
["The people run towards balls and pick them up.", "A boy is playing with a ball while others are picking it up."]
["A girl jumps into a pool without her swimsuit", "a surfboarder jumps into a pool with a swimsuit in different back places"]
["The boy in his swimsuit took a jump into the pool on a hot summer day.", "A young woman is in a swimming pool swimming a large wave with her leg in the swiss fountains and a zimmer strap swiveling around."]
["She jumped into the pool wearing a swimsuit.", "a snowboarder is jumping a pool on a cold day when she skips a dress shirt"]
["A boy wearing a swimsuit jumping into a pool.", "airless vertical swimming pool and surf and pantyhose on the beach"]
["The woman sits down to eat a donut.", "are only eating the pastry in a sitting position if your eating it from the side so you can stand"]
["The boy was eating a donut while sitting on a park bench.", "People eat the taste of meat at the heart of a pastry and sit on the table, eating."]
["A man sitting at a table eating donuts.", "just sitting on a blank tat with a banana on the table like that makes a lot of good breads"]
["The skiing man jumped when he was going down a ski slope.", "Skiing down the slope behind me and flying around is a perfect way to rush down boulders."]
["The girl jumped off the slope and went go ski.", "members fall from skis on the canyon walls skimming downhill"]
["Someone skis down a slope and jumps off a ramp.", "old snow skier jumps on a ledge next to a steep slope"]
["A man would lean outside the window to look at the scenery.", "She leans down and a pair of very skinny jeans looking at the far wall than the three sitting toddlers."]
["The boy leans over to look out the window.", "red windows hint at the rear of a car with unopened vehicle... these are lots of auto body parts for those lookplaces in an auto shed roof"]
["The man had to lean over to look through the window.", "greeting card with a vintage style by woman in vintage box, a windowless white man argues"]
["A man leaning out of a bus window looking out . ", "A man's grey frame is able to open and shut windows with no attention at all and has modern g need to be someone who looks young in his recent empty window"]
["A man smiles as he smokes his cigarette.", "Someone is using a cigarette to make a smoke and see how much smoke it makes man.The person smokes the hot smoke and coughs, coughs all the while smelling of smoking."]
["The woman smiles whilst smoking a cigarette.S", "A man smiles and smokes a cigarette."]
["The man smiles as he smokes his cigarette.", "Someone licks a cigarette while smiling, while smoking smoke."]
["They smile as someone smokes her cigarette.", "An old man smokes a cigarette and smiles smokey on it."]
["A girl does a skateboard trick at a park.", "The skaters are playing tricks, and person was the only one holding a skateboard."]
["The girl is doing a trick on the skateboard at the park.", "old skaters skateboard on the street outside the stable of park"]
["The boy is playing trick on a skateboard in the park.", "A man was playing tricks on a skateboard, then playing some trick on that skateboard."]
["Boy is at a skateboarding park, doing tricks.", "A man pushes out a skater who has a skateboard on a painted park."]
["The woman knew she had a lot of snow to shovel.", "Three stacked tables in a greenhouse with a shoveled ices bucket with snow on the roof."]
["The man shoveled the snow out of the lot.", "wires are knick and whipped up around a sack full of sleighs and snow"]
["A man is shoveling a lot of snow.", "a truck pulls up outside a mansion full of frozen lots and stacks of snow"]
["I often sit down solitary in my room reading non-fiction.", "Someone with clear eyes sitting in a small room is thinking."]
["The library is a room to sit and read books.", "A married couple in a nice apartment, watching the sea of people moves around."]
["A girl sits in a room and reads.", "Lying on the couch in the room, young teenagers sitting in many chairs reading books."]
["Child sitting in living room, reading", "some closet space with the doorway having shelves beside like plants to read by in the living room"]
["Th sad man got to the top of the cliff to jump off.", "altitude jump over the highest cliff in the island"]
["A group of guys jump from the top of the cliff.", "first attempt on a cliff jump atop of mountain"]
["jump the cliff from the top", "blocked bottom is a bridge for skylights which leads to high cliffs"]
["A man jumps off the top of a cliff with a parachute.", "out in the snowy part of the cliff tops isolated jump off"]
["The couple will wait in line.", "A couple wait for their car in the car parking lot for the wedding, while parked couples peck each other on the cheekline line with last minute waiting"]
["The couple wait in line for their turn.", "She waits, screams, and then another one, and then another in the bathroom."]
["A woman must wait a couple of minutes in the line.", "brazilian couple awaiting their second set of matches during match in the nets line"]
["A couple is waiting in line.", "line of taijuana stand in the warm morning sunlight waiting for a hot wind to cool down and cool down the family"]
["A girl plans to wear a dress and nice shoes to the dance.", "glasses of a dresser are wearing a dress and attire is yoga to display at your feet."]
["A nice suit requires you to wear a nice dress shoe.", "shoe wearing a leather bodice and sandals should be comfortably tucked into a woman's clothing for military experience"]
["shoes to wear with a maxi dress", "shoe in leather in dress and eyeglasses worn by bearded woman"]
["When the little girl swims, her mother holds on to her hand.", "A man holding a belt holding a hook on a swiss knife hip is holding a knife."]
["A man holds my hand and swims.", "A young man in a blue t-shirt grips a wrist grip holding a golden fish hold onto a thumbhole."]
["A boy is swimming underwater holding a toy in his hand.", "A man holds a hand while waving at the sea."]
["The couple stands and talks under the tree.", "The sun singles out the trees, standing on his balcony and conversing."]
["My sister will stand under the tree and talk to her son.", "Streetcars slow down as people wait to talk to stand at the roadside."]
["I stood next to a tree while i talked", "the stumps of an ancient wooden statue sat talking at the rear of an old tree"]
["A person standing by tall trees talking on the phone", "shoes and talking trees in the park next to the tree"]
["Carry the glass of water and place it on the board.", "A man carrying a canoe and carrying a large bag of water."]
["the board is use to carry water to the house", "A third wheel carries the water."]
["A person carries a paddle board so they can travel over water.", "A woman is carrying a bowl of water and carrying her laptop computer."]
["A surfer carries his board into the water.", "A small boat is pulled into the bay of a shallow coral reef."]
["I stand under a tree and grabbed for the branch.", "full length branches of a tree sitting close to the cave"]
["I am going to stand on a tree branch.", "Some beautiful open branches for filming with trees on branches on the branch."]
["The child stands on a tree branch.", "little cluster of frozen trees stand in the sunset"]
["A bird standing on a branch of a tree.", "young tree at the branch holding a branch"]
["When you ice fish, first you dig a hole in order to catch any fish.", "fish for catching good sized rays with pans around tall hole."]
["The older man put his fishing rod into the hole to catch some fish", "waterfalls in the shallow and choppy waterhole of a fishing hole you can catch beautiful fishes and fish nets."]
["The catch of he day was a big fish i caught at my favorite fishing hole.", "in one of the raised docked fishing boats it is depleting the beach hole to the touch on fish"]
["A man catch a fish from a hole in the ice.", "doctors catch the fish by using a frillhole as a sort of curb catchhole."]
["The girl jumped off the edge, into the pool.", "People jump into the pool, this sight makes the crowd rediscover the beauty."]
["The children jumped off the edge of the pool.", "Two men jumping in pools with a red helmet."]
["The boy jumped from the edge of the pool and splashed into the water.", "the aquatic pool is made of rocky bodies with catacombs and canyons... jump up and down between the sand dunes are sparkling waters"]
["Children jump off the edge into a pool.", "pockets jumping between woody bottoms with small pool in foreground"]
["The man is bowling the bowling ball down the bowling alley.", "a boy trying to dribble past hayfield with an alley outside the bowl on an empty half full field"]
["a girl bowls a ball in a pin bowling alley", "a ball near the bowl of a grey with men shouting in the background pouring water on the frozen alleys"]
["The boy rides the unicycle down the sidewalk.", "aircraft attached to a parked automobile and operated by cyclist is riding on a beautiful scenic paved wednesday afternoon category"]
["The boy was riding a unicycle on the sidewalk.", "bike and unicycle in path on the highway by road traffic parked on a straight tilled eastery and a corral."]
["The clown can ride his unicycle all the way down the sidewalk.", "A young male unicycle is loading his saddles with food by the side of a snowy saddle."]
["A man rides on a unicycle down the sidewalk.", "A bicyclist riding unicycles on a sidewalk."]
["The boy was taught how to throw a rock into a pond, and .", "rock thrown by cartoon boy swinging by public beach at a pond."]
["The dad and son were throwing rocks across the pond", "furniture thrown onto a board for a golf pit that is over house in a park"]
["A girl throws rocks in a pond.", "rock thrown by tennis player on the post during a tennis tournament"]
["A man throws rocks in a pond.", "rock throwing boulder in a creek in the park"]
["The car parked outside is covered by snow.", "snowmobile parked above sea level on a clear day"]
["I was able to park the car in the snow.", "aerial view of car parked in park while the snow is falling"]
["He parked his car in the snow.", "automobile makes a model stop to park its car in the snow."]
["snow falls on a parked car", "policemen are clearing snow off the car of their car as they park on a city street near the street in mountain."]
["the ball bounce of his head", "With a sharp whip a blow bounces off a boy's head and he bounces in a head with a swinging berserk ball."]
["The boy bounced the ball off his head.", "Someone bounces his head in front of a jumping ball then taunts the ball before falling down with a roar."]
["a guy is bouncing a soccer ball off his head", "A girl bats on a ball bounces her head toward the bouncy head of the actor."]
["The would women take a sip of wine from a bottle and get dizzy.", "A man just took a bottle of chinese you have to take it from him, someone else took the whole thing from the refrigerator."]
["The man grabbed the bottle so he could take a sip of water.", "boiled pickles take a little while to rip them out from the bottle."]
["He took a sip from the bottle.", "take a bite out of a bottle of hot dog and take it out of the car"]
["He hands the bottle to someone who takes a sip as well.", "A little girl taking a bottle of green tea and swallowing it."]
["He has been riding his bike on slope for the  last 15 minutes.", "man riding on motorcycle while sliding the slope"]
["The slope was too steep for the bike ride.", "happy couple riding their bikes through rock climbing steep sloping slope"]
["the boy ride his bike down the slope", "A skier riding around on the slope making a wide crossing while taking a boulder down."]
["person riding a mountain bike on a slope", "A bus traveling on a slope where someone rides a bicycle."]
["when he hit the ball from upstair  it fall on the ground .", "person at the ground as an ice collapsed passing near it fell on saturday evening"]
["The boys and girls watch as the ball falls and hits the ground.", "fireworks fire up the ground and time lapse before they're over as they end the length of the arm"]
["I am afraid to fall on the ground especially because I might hit my head on a rock.", "man from behind hits someone in the fall at a great white fall at a wooded landscape clearing."]
